label,tweet_id,tweet_text
#vaccine,1.38E+18,"The #███████ #███████ developed by Chinese pharmaceutical firm #███████ is up to 67% effective in preventing symptomatic #███████. Rafael Araos, doctor and advisor to the Undersecretariat of Public Health, announced the efficacy finding. https://t.co/rJe8IV5GeP"
#china,1.38E+18,"???????? #███████ and the #███████ agree that stronger pledges to fight #███████ change should be introduced before a new round of international talks at the end of the year, the 2 countries said in a joint statement on Sunday.

https://t.co/wHKH4bavi8"
#china,1.38E+18,"#███████, #███████ Team Up to Peddle Insane U.S. #███████ Lab Theory - The Daily Beast https://t.co/9QBLngBdT0"
#vaccine,1.38E+18,"Ta, Marie, for heads up. Mark your calendars people 29 Jun - 2 Jul 2021, Hillsong Conference. How will our federal government support &amp; ensure this gathering occurs? Will our international borders open in time for Hillsong visitors from overseas? #███████ #███████ #███████ https://t.co/9NdytusIXK"
#vaccine,1.38E+18,"#███████ ""Lets Work Together"" on All Platforms: https://t.co/TYd37CV66X (powered by @distrokid) #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████"
#vaccine,1.38E+18,Pumped full of Pfizer. The drive-through was convenient and well-organized. Thanks #███████ #███████
#covid,1.38E+18,"“Post-Vaccine-Celebration-Mojitos” are a thing, right?
#███████ #███████ #███████ #███████ #███████ #███████  #███████ https://t.co/3gxFBJksdG"
#covid,1.38E+18,"What makes you happy, despite the #███████-19 pandemic? #███████ residents share secrets to a joyful life https://t.co/HGF11lylVx"
#covid,1.38E+18,"All my SM platforms are filled with near and dear ones of #███████  patients asking for help. It’s very depressing but why are people not scared of #███████ even now. This thing is serious plz stay at home and #███████ if you have to go outdoors.
#███████ https://t.co/PzfAYiOuMS"
#covid,1.38E+18,Reading grim #███████ #███████ stories on Twitter is so heartbreaking. #2021 seems worse than #2020 in terms of #███████ situation. Hope &amp; pray people find help and assistance they need. My heart goes out to essential workers and health care professionals.
#vaccine,1.38E+18,"?? 'I'm off the deep end ... watch as I dive in ...' ??
Anyone else feeling that these days? 
Jane here: So yeah the the world is STILL really messed up with #███████  Thankful I got my  #███████.??????Stay safe. #███████  
https://t.co/ojoijCumxp
#███████  #███████"
#vaccine,1.38E+18,Across the street is the Sonoma Indian Health Project center (not affiliated w/ @SutterHealth) where regional Indigenous peoples have #███████ priority.?At least according to the latest @CountyofSonoma #███████ website stats on #███████ distribution by demographics.?2/
#covid,1.38E+18,How much of #███████ taxpayers $s was wasted in @fordnation press conf on Fri so far 2 of the biggest changes 2 protect us (lol) from #███████ have been backtracked @JohnTory thanks him what a joke we deserve better
#covid,1.38E+18,"Indian healthcare system’s unchecked corporatisation and Govt’s apathy has killed those old family clinics, dispensaries and nursing homes.
They would have helped in #███████ crisis
We all are rushing to crumbling multi-speciality hospitals
#███████ fights to avoid same fate"
#covid,1.38E+18,"Repost w/ proper tags: Update @WestgateVegas, @JenKramerMagic &amp; #███████ reopening @ Westgate Cabaret on May 7. Kramer @ 5 p.m., ""Soul"" @ 7:30, Fridays through Sundays. On sale Monday @Ticketmaster. First ticketed shows at the hotel since pre-#███████. #███████ @reviewjournal"
#covid,1.38E+18,"?? New Podcast! ""Redneck Dentist - 2021-04-17 - Episode 08 - Covid Spread, Socialized Medicine, Vaccine Problems"" on @Spreaker #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/yRVBWuFM1w"
#covid,1.38E+18,We the people are responsible!! No one is forcing us to gather in crowds. #███████ #███████ https://t.co/mEzObPgAIa
#stopasianhate,1.38E+18,"Pictures from today’s #███████ Rally and Vigil, proudly hosted at Huston-Tillotson University in HD 46. Thank you to the organizers who worked tirelessly for the past several weeks to put together this event - the turnout and community engagement was fantastic. https://t.co/iBKZuy9DoG"
#stopasianhate,1.38E+18,"Who would oppse this very simple, but necessary legaslation?#███████ #███████Crimes https://t.co/nCARtbgwjc"
#biden,1.38E+18,"Tigray people are fighting to have democracy,  and freedom. Freedom to decide, freedom to talk, freedom to choose, freedom to demote. Its hard to reverse this feeling; even the 6 years old kids are familiar of this.#███████,#███████,#███████,#███████ @CNN, #███████"
#biden,1.38E+18,Joe #███████ Goes Golfing at #███████ Golf Course https://t.co/TkLP7Tl13u https://t.co/hrUfKcWbU1
#biden,1.38E+18,"#███████ : U.S., #███████ ""look forward"" to #███████ summit #███████ plans to host

#███████US 

https://t.co/Q1uH8L9cWi"
#china,1.38E+18,Alibaba eases Tmall store rules after pledging better merchant support ·  https://t.co/86K9W0sRai #███████ #███████ #███████ #███████ https://t.co/FwinQqozC5
#china,1.38E+18,"@AFP Under #███████'s rule,all artworks and designs could be censored

How dare they claim that #███████ is still free?

#███████ 
https://t.co/YhyJZgXWKw"
#china,1.38E+18,The latest China Memorandum! https://t.co/sVXylQOcBl #███████ #███████
#biden,1.38E+18,"@IlhanMN Alongside you, I breath a sigh of relief at the fact that unlike the #███████, #███████ IS capable of seeing sense when called out on mistakes.

All thanks to steadfast and true Americans like you, @IlhanMN!"
#biden,1.38E+18,win!  Has anybody heard from the Evangelical Leaders?#███████ #███████ @CBNNews @ncccusa @700club @Pontifex @Franklin_Graham @ProjectLincoln @TheRickWilson @IngrahamAngle @DNC @mattgaetz @marcorubio @seanhannity @tedcruz @AOC @MittRomney @lisamurkowski @CNN @SenatorCollins @mtgreenee
#biden,1.38E+18,"On foreign policy decisions, #███████ faces drag of pragmatism https://t.co/kco1dr8rws https://t.co/NeZ6JWsx16"
#biden,1.38E+18,@PalmerReport #███████'s whole campaign and presidency is an open invitation to illegal immigrants.
#biden,1.38E+18,"172K tried to cross US border last month.  Worst ever.  #███████ no where to be found.  Total disgrace 

Entire #███████ admin needs to resign on this issue alone.  

@tedcruz @GregAbbott_TX @GOP"
#biden,1.38E+18,"You can tell a lot about a person by the way their children turn out.

#███████ vs #███████"
#biden,1.38E+18,"It would be nice if the #███████ supporters would change the channel and get the facts before it is too late to save our country from antifa &amp; blm riots &amp; looting.   At least watch &amp; listen to both sides and decide for yourselves.  Come on man, #███████! https://t.co/FyPHVQ0rdy"
#biden,1.38E+18,@johncusack Yes we have the same problem. #███████ grossly tortured at the hands of #███████ Point Blank. #███████ #███████ https://t.co/7LEhjpd2vQ
#biden,1.38E+18,""" #███████ shows he will wield #███████ financial system as foreign policy weapon. At stake is the dominance of the US #███████ &amp; America’s unassailed lead in the global financial system, which relies on NY as international dollar clearing house""
#███████ #███████
https://t.co/UyDLvy3srW"
#vaccine,1.38E+18,Why do Democrats keep traveling to Florida and Texas ? They couldn't stand Trump but are traveling to Republican states. #███████ #███████ #███████
#vaccine,1.38E+18,"Omg I’ve never been that excited to get a #███████! 

Edit 1: wow I notice also an incredible gain of internet speed with my smartphone! #███████ 

Edit 2: there was no edit 1, I was just goofing around ?? #███████ #███████ #███████ https://t.co/EuzN89gxHO"
#vaccine,1.38E+18,Can this new Rep get Republicans to change their mind about the #███████ #███████?? @jbletlow https://t.co/Y6BwNqmH6E
#stopasianhate,1.38E+18,"Crimes against Asian Americans in major U.S. cities surged by nearly 150 percent in 2020 according to @NewsHour. 

And, the @natfairhouse 2020 Fair Housing Trends Report says many of these hate crimes occur near home.

#███████ #███████ https://t.co/z7QivFYqdg"
#biden,1.38E+18,@donlemon @cnnbrk #███████ #███████ #███████ #███████ News #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/CpzDVyfess
#biden,1.38E+18,"u know joe #███████ should be worried about those kids in cages US/Mexico border, but apparently isn`t why not?"
#biden,1.38E+18,@kylegriffin1 @soledadobrien #███████ is an anti-ADOS racist though.
#china,1.38E+18,"@MMBeckerman @FoxNews Nah. Can’t be #███████, or  #███████ would be flying prototypes from the R&amp;D they stole from us, &amp; the #███████ would be in contract negotiations w/  #███████ to build &amp; sell designs we gave them during an orgy in a #███████ hotel where they pinky swore not to invade anymore of #███████."
#china,1.38E+18,"#███████ vows to support US in opposing ‘coercion’ from #███████ . Prime minister’s blunt remarks after #███████ meeting highlight worry over Beijing’s maritime moves
#███████ 
https://t.co/0XhzwgMGMQ"
#china,1.38E+18,Hong Kongers say they're being targeted by Chinese agents on Canadian soil https://t.co/6D1COIs9Zm via @CTVNews #███████ #███████ #███████ #███████ #███████
#biden,1.38E+18,"#███████ #███████ to Newsmax TV: New #███████ Great, But #███████ Not Enforcing.

https://t.co/w2BvskvgG7"
#china,1.38E+18,"The United States and #███████ are committed to taking enhanced actions to strengthen the implementation of the Paris #███████ accord, a joint statement issued following talks between the two countries' climate envoys says.

#███████US 

https://t.co/57sDrEZHNq"
#china,1.38E+18,@LBC @AndrewCastle63 @pakwayne Please boycott #███████ globally https://t.co/j8d3PbYNPG
#china,1.38E+18,"#███████, Smashed Up The Downtown #███████ Store, During Their Riot. Nike, Has Committed To Donating Tens Of Millions to #███████. #███████, Achieve What?!? Nike Needs #███████, Because They Lost Favor, In #███████! You Join In The #███████ Games, You Pay! https://t.co/ui7X7cXFgQ"
#china,1.38E+18,"We understand why #███████ and #███████ do not want the @UN to stop the #███████ , they are committing their own crimes on civilians. BUT this should not #███████ the @UN from doing its job??#███████ #███████??https://t.co/5tSBT6x8Jb"
#covid,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/v8EFCtB63B"
#covid,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/yQkqbMoIv9"
#covid,1.38E+18,Joe Biden Administration announces $1.7 Billion Investment to Fight COVID-19 Variants #███████ #███████tn #███████ #███████ #███████ #███████ #███████-19 #███████ #███████ https://t.co/0zzFVY22at
#covid,1.38E+18,Joe Biden Administration announces $1.7 Billion Investment to Fight COVID-19 Variants #███████ #███████tn #███████ #███████ #███████ #███████ #███████-19 #███████ #███████ https://t.co/SCQ3kfr3oo
#covid,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/LMIgzDmsq5"
#covid,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/Zj7ST4XXt7"
#vaccine,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/l5yORQRJps"
#vaccine,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/1lBwUur64z"
#vaccine,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/0Zyl070p4g"
#vaccine,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/asR9EgFXat"
#vaccine,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/um3WT2QRSV"
#vaccine,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/LRxNqm1An7"
#vaccine,1.38E+18,"COVID-19 Vaccinations in Nunavut as of Apr. 17, 2021 @ 6:01 pm PST:
█████▓▓?????????????

▓  35.73% with one dose
█  26.56% fully vaccinated
#███████ #███████ #███████ #███████ #███████NU"
#vaccine,1.38E+18,"COVID-19 Vaccinations in Northwest Territories as of Apr. 17, 2021 @ 6:01 pm PST:
███████▓▓▓??????????

▓  54.90% with one dose
█  36.54% fully vaccinated
#███████ #███████ #███████ #███████ #███████NT"
#vaccine,1.38E+18,"COVID-19 Vaccinations in Yukon as of Apr. 17, 2021 @ 6:01 pm PST:
█████████▓▓?????????

▓  59.09% with one dose
█  45.35% fully vaccinated
#███████ #███████ #███████ #███████ #███████YT"
#vaccine,1.38E+18,"COVID-19 Vaccinations in Newfoundland as of Apr. 17, 2021 @ 6:01 pm PST:
█▓▓▓????????????????

▓  22.23% with one dose
█  1.86% fully vaccinated
#███████ #███████ #███████ #███████ #███████NL"
#vaccine,1.38E+18,"COVID-19 Vaccinations in Nova Scotia as of Apr. 17, 2021 @ 6:01 pm PST:
█▓▓?????????????????

▓  16.60% with one dose
█  3.29% fully vaccinated
#███████ #███████ #███████ #███████ #███████NS"
#vaccine,1.38E+18,"COVID-19 Vaccinations in Prince Edward Island as of Apr. 17, 2021 @ 6:01 pm PST:
█▓▓?????????????????

▓  18.90% with one dose
█  5.84% fully vaccinated
#███████ #███████ #███████ #███████ #███████PE"
#vaccine,1.38E+18,"COVID-19 Vaccinations in New Brunswick as of Apr. 17, 2021 @ 6:01 pm PST:
█▓▓▓????????????????

▓  22.09% with one dose
█  2.29% fully vaccinated
#███████ #███████ #███████ #███████ #███████NB"
#vaccine,1.38E+18,"COVID-19 Vaccinations in Québec as of Apr. 17, 2021 @ 6:01 pm PST:
█▓▓▓▓???????????????

▓  26.46% with one dose
█  0.33% fully vaccinated
#███████ #███████ #███████ #███████ #███████QC"
#biden,1.38E+18,"Where are all of Biden's dumb as shit voters at? He's just announced that he's raising the cap on the number of refugees allowed into America lol. The refugees are coming for your jobs!

God bless America!

#███████ #███████sAmerica #███████BorderCrisis"
#covid,1.38E+18,"Soon or later we need to face the obvious: if we are all vaccinated do we still need a mask?
Cruz non mette la mascherina in senato. In ambienti dove tutti sono vaccinati si toglie?
 #███████

Ted #███████ says he is done with wearing a mask at the Capitol https://t.co/qw3hHyorOr"
#covid,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/jQlUg44Ua1"
#covid,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/gc6H4RbUi6"
#covid,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/TPJjbSjK37"
#covid,1.38E+18,"??! Mask for Glasses Wearers  
#███████ #███████ #███████ #███████  #███████ー19 #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████
 https://t.co/ePJPQHmSh7"
#covid,1.38E+18,"#███████: Global #███████-19 death toll tops 3 million as crisis deepens in #███████, #███████ and?I#ndia https://t.co/cpCZGNOYLZ"
#covid,1.38E+18,"@PMOIndia like
 #███████ i.e central reserve police force we need 
#███████ central reserve medical force which will have expert doctors ,nurse's,equipments &amp; can be send to states/cities most affected by #███████

India needs revamp of #███████ #███████ https://t.co/NDyG8tcjwR"
#covid,1.38E+18,"When entire country is under massive 2nd wave with more than 2,40,000 active cases,hospital beds not available,ventilators, oxygen and remdesiver injunctions not available all modi is bothered is elections, rallies, &amp; utsav
#███████ #███████ #███████ @WHO https://t.co/W5PYttaJ7u"
#covid,1.38E+18,"#███████ 
#███████ 
Covid is a puzzle and nobody knows the exact answer. Till date everyone in the world are taking a blind walk in darkness. https://t.co/jIkM1dVe0n"
#covid,1.38E+18,#███████-19 vaccination process in Phnom Penh suspended due to inability of medical personnel to get to work https://t.co/UHmSFe75Ll
#covid,1.38E+18,"Brought to you by #███████:

#███████
#███████
#███████
#███████ (#███████ / #███████)

Do you see the pattern?"
#covid,1.38E+18,"A couple 6 pointers in there (if you the ?@s04_en? game in that) 

Was buzzing for the ?@Mainz05en? game ?? #███████  https://t.co/ezlvpli42d"
#china,1.38E+18,"it's amazing what U can achieve when you close your country to domestic air traffic from source of plague infection while allow international travel to continue so that the virus spread around the world ... just amazing 
#███████ #███████ #███████ first large scale bio war https://t.co/HAzJDf0rUo"
#china,1.38E+18,The latest The KatarHol5 Daily! https://t.co/mKa0lSWxq9 Thanks to @DITA_manila @isaacrthorne #███████ #███████
#china,1.38E+18,#███████ had a 350% ?? in anti-Asian hate crimes since the start of the pandemic. We must join in solidarity to fight against all forms of hate in public spaces. #███████ https://t.co/ZnP86E0Qt7
#vaccine,1.38E+18,Ontario retracts new restrictions that drew the ire of many https://t.co/oBRy6M71IV  #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ Please Retweet
#vaccine,1.38E+18,U.S. racing to vaccinate as coronavirus cases climb https://t.co/RjqbQTF2qg  #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ Please Retweet
#vaccine,1.38E+18,Buprenorphine implants; A new implant treatment for addicts https://t.co/LQCjGpYbp2  #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ Please Retweet
#vaccine,1.38E+18,"Dr. David Agus: Cellphone cancer risk not ""cause for alarm"" https://t.co/N1Ioc6LbgY  #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ Please Retweet"
#vaccine,1.38E+18,"Meditation helps retiree find her ""next chapter"" https://t.co/ddQwrvUZV2  #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ Please Retweet"
#vaccine,1.38E+18,"#███████
... ...saves life wherever it comes

via @WHO https://t.co/uw97OMcOyL"
#vaccine,1.38E+18,"Still worth investigating, but the risk is very, very low. #███████ #███████ https://t.co/uY2muEW95S"
#vaccine,1.38E+18,"One down, One to go!
#███████"
#stopasianhate,1.38E+18,"?? Tomorrow, Asian American organizers @smollyhurley, @JackieWaight, &amp; @lilytvng join @chinanotenemy coordinator Madison Tang to discuss why #███████ should include a radical understanding of anti-imperialism! Tune in tomorrow at 4 pm ET! https://t.co/eOko7lvonk"
#china,1.38E+18,"A short memorable brandable #███████ FOR SALE!

https://t.co/OQBz3HEmMc
Thraid .com

BUY IT NOW!

#███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/EBuZrQ7C2j"
#china,1.38E+18,#███████ and the #███████ have issued a joint statement on coping with climate change after talks in #███████. https://t.co/GmTAanVots
#covid,1.38E+18,Justin and Doug heading to Aspen!!! #███████ #███████  #███████ #███████ford #███████ #███████ー19 #███████ #███████ #███████ #███████ https://t.co/is78aXoVyL
#covid,1.38E+18,"We are 436 days into the #███████ #███████ with 18,991 #███████ related deaths to date in #███████ or .16247% of the population. The daily average number of #███████ー19 deaths in Ohio is 44. #███████: You #███████! #███████ー19"
#covid,1.38E+18,"Nice, but how can this possibly be #███████ safe for those students? #███████ https://t.co/BGUgW61S9f"
#covid,1.38E+18,"Daaaaaaaayyyyuuuummm!!!

These two on @ESPNCFB coverage of the #███████ #███████ game. 

Geez. It's obviously touch to do this job no matter what, but especially in the world of #███████  

We all, @TiffanyAGreene @JayWalkerSky 

Otherwise, fab job (&amp; don’t attempt to PIO, either!??)"
#covid,1.38E+18,"@DianeMariePosts @davidakin “…how do you do this when the #███████ cabinet is full of dougie’s cronies?…”
#███████ #███████ #███████ #███████ #███████ #███████ #███████ …wave"
#inflation,1.38E+18,"They found me somehow :) This is a science podcast @finding_genius. We talked #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ 
https://t.co/0Gc5Zggkk1"
#covid,1.38E+18,Doug’s Ford #███████ #███████
#covid,1.38E+18,"Drove past lots of bars today w/packed parking lots on my way to get a bag of lysol-sprayed laundry at my son's apt while he fights #███████ pneumonia. Bars in MI are supposed to be at 50% capacity. Guess everyone at the bars is driving 2 cars. #███████

https://t.co/jV5pdLTJpr"
#covid,1.38E+18,"For #███████ quarantined/hospitalised patients around SanjayNagar &amp; Dollars Colony, I can help with Breakfast/lunch (max 2ppl). Simple/healthy meal assured. DM me for further details. @BBMPCOMM"
#china,1.38E+18,"China Creates Its Own Digital Currency, a First for Major Economy

#███████ #███████ #███████ #███████ 
A cyber yuan stands to give Beijing power to track spending in real time

https://t.co/DWjuaFR4r2"
#china,1.38E+18,"Of course, #███████ will go from #███████ from #███████ in record time as long as they have complete control of raw materials #███████, economies of scale in #███████ Production and 000s $billions in ???? &amp; ???? taxpayers subsidies while the West continue to descend.... https://t.co/RDb9tpHtkW"
#covid,1.38E+18,"Does anyone know if #███████ #███████ shots have an impact on #███████ pain? 

I’m in between my 2 #███████ shots and I’ve been in tears for 2 days dealing with much worse pain than normal."
#vaccine,1.38E+18,"Got my 2nd #███████ #███████! Missed lots for 13 months, especially family time but so did many who’ve “done it right”.  For those who took risky chances and did not contract COVID, God love ya. As for me, I did it the safest way and have no regrets. @WBBMNewsradio @AdvocateAurora https://t.co/dQtzj72u75"
#vaccine,1.38E+18,Winning the fight against #███████ is a marathon that lasts until a vaccine or highly effective treatment is widely available for all. Till then everyone should follow #███████ #███████ #███████ #███████ #███████ #███████ #███████
#vaccine,1.38E+18,"Active #███████ cases in Uttarakhand
April 4: 837
April17: 13,546
Yet we have allowed #███████ to continue. Lives are too cheap in #███████ 
#███████FightsCorona #███████"
#vaccine,1.38E+18,My baby sister just got her first COVID vaccine! So happy! ?? #███████ #███████ #███████ https://t.co/EaSDF99QyG
#vaccine,1.38E+18,You should not pay for a #███████ #███████. They are FREE. https://t.co/IowDe2peZt
#vaccine,1.38E+18,"Oops...I missed it again! 
BOT GOT THE SLOT FOR THE SHOT
#███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ #███████ 
??Photo by Ivan Diaz on @unsplash 
#███████ https://t.co/7bBmmTFsl6"
#china,1.38E+18,"Was COVID-19 made in a Chinese lab? | Under Investigation
??
https://t.co/VhS5XFaBMO

#███████ #███████ #███████ #███████ #███████ #███████"
#china,1.38E+18,"Diwali: Bring the Change in the way you Celebrate

See: https://t.co/PV72Ubqqe0

#███████ #███████ #███████ #███████ #███████ #███████ #███████ https://t.co/5BXgs2Bxo9"
#china,1.38E+18,"#███████'s exports to the United States grew by 41.6% on a yearly basis in March, while its imports from US surged by 61.8%. Sino-US trade grew rapidly in the Q1 of 2021, said Gao Feng, the spokesman of the Ministry of Commerce. https://t.co/MFAEw4UlQD"
#china,1.38E+18,"@tngadd @us_ignorance @vicktop55 #███████ Banks (i.e. #███████Govt) hold min 4 $Tn in #███████ Govt Debt. 
Thought to be a great idea by #███████ &amp; #███████ Admins on the basis that it encouraged &amp; brought #███████ &amp; #███████ #███████ &amp; Manufacturers/Services into western Bond &amp; Financial Markets &amp; tied them in.
#███████"
#china,1.38E+18,"#███████ 
What is the Yulin Dog Meat Festival and will it get banned? https://t.co/Zw2THd3oQn"
#stopasianhate,1.38E+18,PLS STOP TURNING A BLIND EYE on Asian hate crimes. This is as much AAs issues as ours. #███████
#china,1.38E+18,"#███████'s growing #███████ industry shows its commitment to peaceful development
https://t.co/Kz4hNI7A1K https://t.co/U8QxXv3tAj"
#china,1.38E+18,"Terrorist Min Aung Hlaing and his terrorist junta using civilians as human shields #███████ #███████ #███████ #███████Myanmar #███████ 
@UN @UN_PGA https://t.co/zpSbeCLIY1"
#china,1.38E+18,"Terrorist Min Aung Hlaing and his terrorist junta using civilians as human shields #███████ #███████ #███████ #███████Myanmar #███████ @UN @UN_PGA 
https://t.co/KFFM45d9zQ"
#inflation,1.38E+18,"Real estate, Gold, Bitcoin, Consumer Stocks ---&gt; hedge against #███████"
#stopasianhate,1.38E+18,"I did it too, I know if we all understand the problem here, it will be better
#███████ #███████ #███████ #███████ #███████ 
Spread the massage https://t.co/Ib73cGyfKf https://t.co/CBKk35bYvQ"
#stopasianhate,1.38E+18,"Disappointing to see the racist Guardian Angels being welcomed into the NYC #███████ #███████ scene

Racists who justify police harassment shouldn't be welcome into margainalized organizing spaces 

Important educational opportunity for anti-racist AAPI organizers"
#china,1.38E+18,"@LeeZhongmin What is the point signing any Agreement with USA??? Watch the truth about #███████ and #███████ agreement. Not sure why #███████ is allowing this Breach of contract? #███████

https://t.co/g5bugQ1l6v https://t.co/oqAKxToxm1"
#china,1.38E+18,"????????????Post #███████ #███████ has a chance to strengthen commercial ties with #███████ and #███████

I have lived in #███████ for 20 years and I think I can say that their pragmatic and liberal approach will prevail on other ""hot issues""

Here is more..

https://t.co/lCUZmxX9ZQ"
#stopasianhate,1.38E+18,"#███████ is not gaining much attention because so many of us prefer to keep quiet as how these supremacists see us, docile, let's change the narrative!! Especially if you're Asian, use your voice, use your platforms!!!"
#china,1.38E+18,@Paulinhky @kirstiealley #███████ worked for the people @potus is #███████’s #███████ #███████
#china,1.38E+18,"That is another proof of Chongqing’s hard-core existence - the football field on a rooftop. Do you wanna try? ??
Photo by Xiong Ming / Visual Chongqing 
#███████ #███████ #███████ #███████ https://t.co/pPUvkTsXM6"
#china,1.38E+18,"#███████ and the United States have issued a joint statement on coping with #███████ after talks between Xie Zhenhua, China's special envoy for climate change affairs and U.S. Special Presidential Envoy for Climate @JohnKerry  from Thursday to Friday in #███████. https://t.co/FNPh2zy5Vu"
#covid,1.38E+18,Deaths in India owing to #███████ is up by 10.2% India clocked 2.6 Lakh cases on Saturday. Centre has admited that infection is spreading faster than recoveries. If there is a time when power point presentations fail and truth emerges then this is it
#covid,1.38E+18,"@virsanghvi Health minister must have resigned by know with shame... #███████ started in Jan 2021, showed its tentacles in Feb, expanded in March, high wave in April, expect tsunami in May to July... 
New plant Oxygen production takes minimum 8 - 10 months.. Can v ask #███████ to delay"
#vaccine,1.38E+18,"Surprised at how profoundly relieved I am that my parents have received their first #███████ #███████ dose.
My heartfelt thanks to every researcher, clinician, trial volunteer and regulator who helped make this happen. You are all legends."
#vaccine,1.38E+18,"#███████ 
Something strange going on! https://t.co/ykwba9PsgT"
#vaccine,1.38E+18,@RealMattCouch SirWakeUpPlease!#███████ perfect crime:People who dead was murdered by #███████ #███████ who can’t be charged because it’s beyond court of law. CCP is using #███████ and #███████ to wipe out the white people.@DrLiMengYAN1 #███████ https://t.co/i6P9uTe11F https://t.co/r8iJGA6jFA
#vaccine,1.38E+18,"#███████ reports second clot after #███████ shot

Stay tuned for LIVE coronavirus coverage

#███████ #███████ #███████ #███████ #███████
https://t.co/Z3vh5Pxl1N"
