claim_id,claim_postal_code,claim_cause,claim_liable,claim_num_injured,claim_num_third_parties,claim_num_vehicles,claim_police,claim_language,claim_vehicle_id,claim_vehicle_brand,claim_vehicle_date_inuse,claim_vehicle_cyl,claim_vehicle_load,claim_vehicle_power,policy_holder_id,policy_holder_postal_code,policy_holder_form,policy_holder_year_birth,policy_holder_expert_id,driver_id,driver_postal_code,driver_year_birth,driver_expert_id,driver_vehicle_id,third_party_1_id,third_party_1_postal_code,third_party_1_vehicle_type,third_party_1_form,third_party_1_year_birth,third_party_1_vehicle_id,third_party_1_expert_id,third_party_2_id,third_party_2_postal_code,third_party_2_injured,third_party_2_vehicle_type,third_party_2_form,third_party_2_year_birth,third_party_2_country,third_party_2_vehicle_id,third_party_2_expert_id,repair_id,repair_postal_code,repair_form,repair_year_birth,repair_country,policy_date_start,policy_date_next_expiry,policy_date_last_renewed,policy_num_changes,policy_premium_100,policy_coverage_1000,policy_coverage_type,_third_party_3_withinfo,claim_date_interval,claim_date_occured_year,claim_date_occured_month,claim_hour_occured
29982,21,6,0,0,2,3,0,2.0,11881,2,60.0,2993.0,2.67,180.0,2856,25.0,1,57.0,46,2684,25.0,57.0,71,11881,7843,28.0,0,2,,0,0,2213,25.0,1,0,4,,1,0,0,3102,25.0,2,,1,388.0,4.0,4.0,3,16.0,70.0,66,,0,2017,5,
29984,77,1,0,0,0,4,1,1.0,0,4,37.0,1461.0,1.65,66.0,14269,77.0,1,23.0,0,13393,77.0,48.0,32,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3069,17.0,2,,1,13.0,11.0,11.0,0,16.0,17.0,3,,3,2017,5,
30171,89,1,0,0,0,3,1,1.0,8660,27,77.0,1560.0,1.56,68.0,15562,77.0,0,28.0,0,14630,77.0,73.0,32,8663,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3069,17.0,2,,1,23.0,1.0,1.0,0,9.0,18.0,9,,4,2017,5,
30172,13,1,0,0,0,2,1,1.0,0,0,40.0,,,,24237,12.0,1,,0,1630,13.0,,32,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,,,,0,,,26,,6,2017,5,
30712,36,1,0,0,0,2,1,2.0,3809,2,91.0,1995.0,1.83,85.0,25333,36.0,0,49.0,2,23810,36.0,49.0,1,3811,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,11.0,1.0,1.0,1,13.0,20.0,24,,6,2017,5,
30930,73,6,0,0,0,3,1,1.0,2595,10,48.0,1796.0,2.0,80.0,10869,73.0,0,31.0,1,10235,73.0,31.0,17,2596,0,,0,0,,0,0,0,,0,0,0,,0,0,0,2639,73.0,2,,1,24.0,0.0,0.0,0,19.0,25.0,50,,4,2017,5,21.0
30965,77,1,0,0,0,4,1,1.0,31399,27,86.0,1560.0,1.58,68.0,11301,77.0,1,43.0,1,10634,77.0,43.0,17,31405,0,,0,0,,0,0,0,,0,0,0,,0,0,0,520,77.0,2,,1,200.0,4.0,4.0,1,9.0,17.0,15,,1,2017,5,
31137,98,2,0,0,1,3,0,2.0,22896,2,142.0,1995.0,1.95,120.0,19464,85.0,1,30.0,6,18267,85.0,30.0,59,22902,2021,85.0,2,1,27.0,25072,0,0,,0,0,0,,0,0,0,3535,85.0,2,,1,83.0,1.0,1.0,0,5.0,,44,,29,2017,4,
31526,65,1,0,0,0,2,1,1.0,3835,0,50.0,2499.0,2.85,120.0,4923,65.0,1,,57,4663,65.0,,32,3837,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,26.0,10.0,10.0,0,16.0,30.0,51,,2,2017,5,
31542,62,1,0,0,0,4,1,1.0,17578,25,111.0,2198.0,3.0,74.0,11812,62.0,1,55.0,0,14304,62.0,,32,17579,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,87.0,9.0,9.0,0,11.0,21.0,9,,3,2017,5,
32057,60,0,0,0,0,3,1,1.0,0,2,68.0,1995.0,1.91,135.0,17921,60.0,1,35.0,57,16819,60.0,35.0,32,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,61.0,10.0,10.0,0,18.0,41.0,50,,3,2017,5,
32253,89,1,0,0,0,3,0,1.0,20622,27,136.0,1398.0,1.39,50.0,25175,89.0,0,37.0,68,23666,89.0,37.0,38,20625,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,10.0,2.0,2.0,1,5.0,11.0,51,,4,2017,5,
33085,77,1,0,0,0,3,1,1.0,19928,4,76.0,1461.0,1.65,63.0,16046,77.0,0,50.0,57,15075,77.0,50.0,32,19930,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,6.0,6.0,6.0,1,5.0,14.0,54,,2,2017,5,
33088,46,5,0,0,0,3,0,1.0,24585,19,68.0,1753.0,1.97,55.0,13653,48.0,1,24.0,0,12825,37.0,56.0,6,24594,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1134,46.0,2,,1,43.0,5.0,5.0,1,5.0,16.0,51,,2,2017,5,
33474,47,1,0,0,0,2,0,1.0,0,0,28.0,,,,8534,,1,56.0,0,21966,47.0,,26,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,508,47.0,2,,1,,,,0,,,26,,10,2017,5,
33572,60,1,0,0,0,2,0,1.0,0,29,84.0,1896.0,1.85,77.0,7054,60.0,0,59.0,52,6668,60.0,59.0,31,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,336,62.0,2,,1,60.0,12.0,12.0,0,13.0,21.0,40,,2,2017,5,3.0
33573,60,1,0,0,0,4,1,1.0,11102,29,88.0,1968.0,2.01,100.0,4719,60.0,1,58.0,52,4469,60.0,58.0,31,11102,0,,0,0,,0,0,0,,0,0,0,,0,0,0,336,62.0,2,,1,64.0,12.0,12.0,0,14.0,34.0,33,,2,2017,5,3.0
33580,61,0,0,0,0,2,0,1.0,32020,34,40.0,1198.0,1.55,51.0,16402,61.0,0,49.0,57,15405,61.0,49.0,32,32026,0,,0,0,,0,0,0,,0,0,0,,0,0,0,4234,60.0,2,,1,0.0,12.0,12.0,0,9.0,14.0,3,,9,2017,5,
34350,77,4,0,0,0,1,0,1.0,26545,27,93.0,1398.0,1.5,50.0,1016,77.0,1,48.0,0,960,77.0,48.0,0,26552,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3810,77.0,2,,1,305.0,10.0,10.0,1,9.0,13.0,40,,3,2017,6,
34403,50,2,1,0,1,4,1,1.0,7724,10,159.0,2148.0,3.5,95.0,1328,56.0,1,23.0,64,1251,56.0,23.0,37,7726,20865,51.0,2,1,28.0,3456,0,0,,0,0,0,,0,0,0,0,,0,,0,30.0,6.0,6.0,2,19.0,,44,,7,2017,6,
34574,60,0,0,0,0,4,0,1.0,36324,25,66.0,1248.0,1.61,62.0,19422,60.0,1,30.0,0,18224,60.0,61.0,31,36332,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,41.0,7.0,7.0,1,12.0,14.0,9,,3,2017,6,
35413,21,2,1,0,1,4,0,2.0,8402,34,134.0,1896.0,2.12,55.0,16985,21.0,1,65.0,75,15941,21.0,65.0,55,8404,14557,21.0,1,3,27.0,0,0,0,,0,0,0,,0,0,0,0,,0,,0,1.0,11.0,11.0,1,5.0,,44,,11,2017,6,
35519,90,2,1,0,1,3,1,2.0,4587,24,219.0,1124.0,1.31,44.0,26245,90.0,1,27.0,0,14630,90.0,48.0,0,4589,2000,78.0,2,1,34.0,27364,0,0,,0,0,0,,0,0,0,0,,0,,0,1.0,11.0,11.0,5,4.0,,49,,7,2017,6,
35651,91,2,1,0,1,4,0,2.0,28738,34,158.0,1390.0,1.7,55.0,6434,91.0,0,48.0,0,17587,84.0,54.0,0,28744,21465,91.0,6,3,26.0,25372,32,0,,0,0,0,,0,0,0,0,,0,,0,134.0,10.0,10.0,0,6.0,16.0,51,,4,2017,6,20.0
35687,88,1,0,0,0,3,1,1.0,27260,10,40.0,1796.0,1.98,100.0,24316,88.0,1,,26,22872,88.0,,8,27268,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,32.0,4.0,4.0,4,11.0,40.0,40,,3,2017,6,
35734,92,0,0,0,0,4,0,2.0,23248,34,112.0,1896.0,2.6,77.0,15938,92.0,1,38.0,0,3999,92.0,,63,23255,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,300.0,0.0,0.0,0,11.0,19.0,9,,4,2017,6,
35803,29,2,0,0,1,2,0,2.0,29788,2,63.0,2979.0,2.5,225.0,5538,21.0,1,,67,5255,21.0,,52,29794,25293,29.0,0,3,58.0,0,0,0,,0,0,0,,0,0,0,3956,29.0,2,,1,39.0,9.0,9.0,0,34.0,67.0,40,,12,2017,6,
35853,85,2,0,0,1,3,1,2.0,3618,18,107.0,1461.0,1.93,78.0,25512,85.0,0,46.0,0,8023,85.0,48.0,0,3620,9676,87.0,2,3,54.0,25902,0,0,,0,0,0,,0,0,0,863,85.0,2,,1,76.0,8.0,8.0,0,8.0,17.0,40,,3,2017,6,12.0
35857,55,0,1,1,0,4,0,1.0,12653,30,35.0,2967.0,2.84,180.0,4453,55.0,1,37.0,0,19314,67.0,,26,12654,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,9.0,3.0,3.0,3,27.0,69.0,9,,3,2017,6,
35871,92,2,1,0,1,2,0,2.0,27512,28,39.0,2231.0,2.5,120.0,18682,92.0,1,37.0,0,17547,92.0,37.0,0,27520,9991,92.0,1,2,,0,0,0,,0,0,0,,0,0,0,2362,93.0,2,,1,15.0,9.0,9.0,0,12.0,26.0,50,,3,2017,6,2.0
36113,13,2,0,0,1,3,0,1.0,18422,24,41.0,1560.0,2.03,84.0,21198,13.0,0,36.0,13,19888,13.0,36.0,61,18424,22275,13.0,2,3,37.0,15112,0,0,,0,0,0,,0,0,0,4085,13.0,2,,1,6.0,6.0,6.0,2,10.0,24.0,9,,7,2017,6,
36125,73,2,0,0,1,3,0,1.0,27239,0,41.0,3000.0,3.5,184.0,1770,73.0,1,30.0,1,1656,73.0,30.0,17,27247,1364,70.0,2,3,,22696,0,0,,0,0,0,,0,0,0,0,,0,,0,17.0,7.0,7.0,1,11.0,,44,,20,2017,5,20.0
36131,86,0,0,0,0,3,0,1.0,34723,13,44.0,898.0,1.55,66.0,18997,14.0,0,47.0,2,17840,14.0,47.0,1,34730,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3211,13.0,2,,1,96.0,12.0,12.0,0,11.0,11.0,24,,4,2017,6,13.0
36176,13,0,0,0,0,5,0,2.0,0,0,52.0,0.0,,,20737,13.0,1,,0,2583,11.0,,57,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,2496,10.0,2,,1,,,,0,,,26,,6,2017,6,
37085,44,1,0,0,0,3,1,1.0,26507,24,137.0,2800.0,3.5,94.0,21033,44.0,1,,34,19724,44.0,,26,26514,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,54.0,6.0,6.0,1,8.0,21.0,51,,2,2017,6,
37114,99,0,0,0,0,4,0,2.0,0,27,52.0,1997.0,2.14,100.0,16368,99.0,1,36.0,0,4740,99.0,,63,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,44.0,4.0,4.0,0,12.0,31.0,9,,16,2017,6,
37288,44,1,0,0,0,5,1,1.0,6695,10,66.0,2148.0,2.36,100.0,15527,44.0,1,,0,14594,44.0,53.0,32,6696,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,13.0,11.0,11.0,0,10.0,45.0,54,,0,2017,6,7.0
37930,71,1,0,0,0,5,1,1.0,26275,34,122.0,1968.0,2.21,100.0,10165,71.0,0,46.0,68,9585,71.0,46.0,38,26282,0,,0,0,,0,0,0,,0,0,0,,0,0,0,868,71.0,1,46.0,1,56.0,4.0,4.0,0,6.0,14.0,54,,2,2017,6,
38132,53,2,0,0,0,3,0,1.0,0,0,,,,,25341,62.0,0,39.0,64,16640,55.0,,0,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,4309,51.0,2,,1,,,,0,,,26,,7,2017,6,
38158,36,2,1,0,1,4,0,2.0,826,2,51.0,1995.0,2.36,135.0,2570,36.0,1,57.0,0,10945,36.0,,6,21415,2546,36.0,2,3,57.0,18701,0,0,,0,0,0,,0,0,0,1796,36.0,2,,1,91.0,5.0,5.0,0,18.0,39.0,40,,2,2017,6,
38671,61,2,1,0,1,4,0,1.0,0,0,125.0,,,,15983,56.0,1,22.0,0,19493,61.0,,32,0,2297,61.0,5,3,,0,0,0,,0,0,0,,0,0,0,3031,60.0,2,,1,,,,0,,,26,,6,2017,6,
38702,34,2,1,0,1,3,0,2.0,9276,28,110.0,998.0,1.4,44.0,22364,34.0,1,53.0,49,20991,34.0,53.0,48,9278,22172,34.0,0,3,53.0,0,44,0,,0,0,0,,0,0,0,0,,0,,0,0.0,12.0,12.0,1,3.0,,49,,10,2017,6,19.0
38797,70,2,1,0,1,3,1,1.0,11622,32,146.0,1343.0,1.44,55.0,12858,73.0,1,,0,2241,73.0,27.0,0,11622,9639,70.0,2,1,45.0,889,1,0,,0,0,0,,0,0,0,0,,0,,0,7.0,5.0,5.0,2,10.0,,44,,48,2017,5,
39073,71,0,0,0,2,2,0,1.0,2432,28,48.0,1398.0,1.48,74.0,19200,71.0,0,25.0,52,18028,71.0,25.0,31,2433,3310,60.0,0,2,,0,0,205,71.0,1,0,4,,1,0,0,3389,71.0,2,,1,7.0,5.0,5.0,0,19.0,16.0,9,,5,2017,7,
39458,69,2,0,0,0,2,0,1.0,8926,25,26.0,1242.0,1.32,51.0,7325,69.0,0,59.0,34,6923,69.0,59.0,26,8928,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3937,69.0,2,,1,2.0,10.0,10.0,1,23.0,16.0,50,,1,2017,7,
39820,77,1,0,0,0,3,1,1.0,4676,13,37.0,1461.0,1.84,81.0,16935,77.0,1,,1,15896,77.0,,17,4678,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,13.0,11.0,11.0,0,12.0,14.0,9,,1,2017,7,
40227,55,5,0,0,0,2,1,2.0,3545,2,48.0,1995.0,2.02,100.0,2300,13.0,1,41.0,0,23302,12.0,,0,3547,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3136,11.0,2,,1,24.0,12.0,12.0,0,15.0,32.0,9,,1,2017,7,
40292,20,0,1,0,1,4,0,2.0,26400,31,154.0,1598.0,,85.0,18373,23.0,0,55.0,19,17247,23.0,55.0,63,26407,13263,23.0,0,3,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,21.0,3.0,3.0,2,4.0,,44,,11,2017,7,
40404,29,2,0,0,1,3,0,2.0,7933,34,230.0,1595.0,1.55,74.0,21472,29.0,0,40.0,75,20148,29.0,40.0,55,7935,11215,29.0,2,3,22.0,145,0,0,,0,0,0,,0,0,0,0,,0,,0,25.0,11.0,11.0,0,3.0,,44,,13,2017,6,
40439,77,1,0,0,0,2,1,1.0,27452,4,66.0,1149.0,1.46,55.0,19031,77.0,1,45.0,57,17873,77.0,45.0,32,27460,0,,0,0,,0,0,0,,0,0,0,,0,0,0,4279,89.0,2,,1,42.0,6.0,6.0,0,8.0,12.0,24,,4,2017,7,
40442,98,2,0,3,4,3,1,2.0,6078,12,68.0,1560.0,1.9,84.0,8661,98.0,1,32.0,19,8163,98.0,32.0,63,6079,5407,98.0,0,2,3.0,0,0,2203,98.0,2,0,3,28.0,1,0,0,0,,0,,0,127.0,5.0,5.0,0,7.0,24.0,51,0.0,6,2017,7,
40665,69,2,1,0,1,5,1,1.0,0,0,37.0,2999.0,,,22363,45.0,1,,0,702,45.0,,26,0,15900,67.0,1,2,,0,4,0,,0,0,0,,0,0,0,3843,44.0,2,,1,,,,0,,,26,,1,2017,7,
40846,14,0,0,0,0,2,0,1.0,0,0,31.0,0.0,,,13226,14.0,1,,11,12412,14.0,,19,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,,,,0,,,26,,7,2017,7,22.0
40851,14,1,0,0,0,2,1,1.0,0,0,24.0,,,,15134,14.0,1,,0,15963,14.0,,32,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3069,17.0,2,,1,,,,0,,,26,,3,2017,7,
41482,18,1,0,0,0,1,1,1.0,34274,17,52.0,1349.0,1.48,62.0,22637,18.0,1,70.0,0,21250,18.0,70.0,0,34280,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,52.0,8.0,8.0,0,5.0,14.0,54,,3,2017,7,16.0
41529,73,0,1,0,1,4,0,1.0,7784,34,87.0,1598.0,2.03,77.0,22792,73.0,1,30.0,1,21402,73.0,30.0,17,7786,18200,76.0,5,1,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,25.0,11.0,11.0,0,10.0,21.0,9,,12,2017,7,
41620,34,2,1,0,1,2,0,2.0,2031,28,90.0,1870.0,2.35,60.0,22364,34.0,1,53.0,16,20991,34.0,53.0,6,2031,22172,34.0,0,3,53.0,0,17,0,,0,0,0,,0,0,0,0,,0,,0,60.0,-48.0,-48.0,0,3.0,,49,,31,2017,6,
41698,77,1,0,0,0,3,1,1.0,15574,24,119.0,1560.0,1.68,66.0,13488,77.0,0,54.0,57,12664,77.0,54.0,32,15574,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,73.0,11.0,11.0,0,11.0,16.0,32,,1,2017,7,
41881,55,0,0,0,0,3,0,1.0,426,19,80.0,1560.0,1.54,70.0,15629,55.0,1,47.0,64,14693,55.0,47.0,37,426,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,40.0,8.0,8.0,1,9.0,15.0,50,,0,2017,7,3.0
42007,12,2,1,0,1,3,1,1.0,25582,25,113.0,1910.0,1.83,66.0,2295,45.0,1,60.0,64,2151,45.0,60.0,37,25589,25525,51.0,2,2,,18259,0,0,,0,0,0,,0,0,0,0,,0,,0,49.0,11.0,11.0,0,9.0,12.0,51,,16,2017,7,
42606,83,2,0,0,1,3,0,2.0,35962,2,186.0,1796.0,1.82,85.0,17280,84.0,1,42.0,18,16231,84.0,42.0,20,35970,6074,83.0,2,2,,30391,0,0,,0,0,0,,0,0,0,3514,84.0,2,,1,5.0,7.0,7.0,1,11.0,,49,,2,2017,7,
42695,49,2,1,0,0,1,0,1.0,0,0,36.0,1560.0,,,24281,49.0,1,39.0,0,22830,49.0,39.0,0,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,740,40.0,2,,1,,,,0,,,26,,3,2017,7,
42725,10,1,0,0,0,3,1,1.0,0,0,26.0,,,,13346,14.0,1,,0,14867,10.0,,32,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3069,17.0,2,,1,,,,0,,,26,,6,2017,7,
42726,21,1,0,0,0,1,1,2.0,4494,2,33.0,1995.0,1.9,135.0,7898,29.0,1,26.0,0,7454,29.0,26.0,0,4496,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1810,29.0,2,,1,63.0,9.0,9.0,1,24.0,39.0,24,,3,2017,7,
42904,20,2,0,0,1,4,0,1.0,11755,2,92.0,1995.0,1.8,85.0,417,20.0,1,25.0,0,393,91.0,54.0,6,11755,8002,26.0,2,2,,23042,0,0,,0,0,0,,0,0,0,3655,26.0,2,,1,4.0,8.0,8.0,0,4.0,,55,,3,2017,8,
43010,70,5,0,0,0,3,0,1.0,2996,2,141.0,1995.0,2.36,120.0,9415,70.0,1,30.0,34,8858,70.0,30.0,26,2997,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,39.0,9.0,9.0,0,12.0,30.0,18,,2,2017,8,
43256,70,1,0,0,0,3,1,1.0,15008,27,76.0,1560.0,1.79,68.0,3839,70.0,0,75.0,0,16582,70.0,,26,15007,0,,0,0,,0,0,0,,0,0,0,,0,0,0,4019,70.0,2,,1,7.0,5.0,5.0,0,9.0,19.0,9,,1,2017,8,16.0
44198,39,2,1,0,1,5,0,2.0,35508,32,54.0,1120.0,1.64,55.0,11321,39.0,0,57.0,24,10657,39.0,57.0,66,35515,16683,39.0,2,3,55.0,30173,38,0,,0,0,0,,0,0,0,0,,0,,0,129.0,3.0,3.0,0,8.0,15.0,9,,3,2017,8,
44322,29,4,0,0,0,1,0,2.0,12205,29,41.0,1968.0,2.29,120.0,16315,29.0,1,51.0,0,15324,29.0,51.0,0,12206,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3727,29.0,2,,1,17.0,7.0,7.0,0,8.0,45.0,22,,1,2017,8,
44622,19,2,1,0,0,3,0,2.0,0,0,24.0,,,,7296,20.0,1,,0,14694,19.0,,57,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,2927,18.0,2,,1,,,,0,,,26,,24,2017,7,
44864,90,0,0,0,1,3,1,2.0,27610,13,60.0,1461.0,1.92,79.0,6240,90.0,1,57.0,19,5924,90.0,57.0,63,27618,21833,90.0,0,3,23.0,0,0,0,,0,0,0,,0,0,0,0,,0,,0,45.0,3.0,3.0,0,3.0,17.0,44,,3,2017,8,
45082,60,1,0,0,0,3,1,1.0,0,0,55.0,,3.5,,18008,13.0,1,,0,15907,40.0,,31,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,,,,0,,,26,,17,2017,8,
45167,12,2,1,0,1,4,0,2.0,15504,2,241.0,2498.0,2.2,105.0,1902,28.0,1,,0,23156,38.0,44.0,0,15504,9041,19.0,2,2,,31936,44,0,,0,0,0,,0,0,0,0,,0,,0,5.0,7.0,7.0,5,5.0,,44,,8,2017,8,
46147,37,2,1,0,1,3,0,2.0,29804,19,72.0,2179.0,2.5,147.0,5962,37.0,1,48.0,0,8923,37.0,,0,29810,8100,37.0,2,2,,13492,0,0,,0,0,0,,0,0,0,0,,0,,0,0.0,12.0,12.0,0,6.0,33.0,10,,2,2017,8,
46200,10,1,0,0,0,2,0,2.0,0,0,67.0,,,,1274,85.0,1,,31,1198,85.0,,67,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,,,,0,,,26,,1,2017,8,
46208,10,1,0,0,0,2,0,2.0,0,0,72.0,,,,1274,85.0,1,,31,1198,85.0,,67,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,25,85.0,2,,1,,,,0,,,26,,1,2017,8,
46319,29,1,0,0,0,2,1,2.0,28722,28,36.0,1364.0,1.85,103.0,3116,29.0,0,52.0,25,2951,29.0,52.0,7,28728,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,12.0,12.0,12.0,0,10.0,22.0,50,,0,2017,8,
46481,73,1,0,0,0,2,0,1.0,36040,4,55.0,1995.0,2.3,110.0,18847,73.0,0,51.0,34,17698,73.0,51.0,26,36048,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,68.0,4.0,4.0,0,15.0,25.0,50,,0,2017,8,8.0
46509,21,1,0,0,0,3,1,2.0,0,0,80.0,,3.5,,17408,21.0,1,56.0,0,23197,24.0,,7,0,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,,,,0,,,26,,5,2017,8,
47128,11,2,1,0,1,2,0,1.0,33280,12,55.0,1560.0,2.03,84.0,7972,11.0,1,37.0,0,7524,11.0,37.0,0,33287,20427,10.0,2,2,,12327,0,0,,0,0,0,,0,0,0,1389,10.0,2,,1,59.0,1.0,1.0,0,12.0,33.0,9,,25,2017,8,
47288,39,2,0,0,1,3,0,2.0,11679,12,58.0,1560.0,1.89,84.0,2995,39.0,1,66.0,70,2813,39.0,66.0,53,11679,6590,35.0,2,3,84.0,5948,0,0,,0,0,0,,0,0,0,0,,0,,0,23.0,1.0,1.0,0,3.0,,14,,1,2017,9,
47707,70,1,0,0,0,4,1,1.0,19058,5,117.0,1794.0,,100.0,14589,70.0,1,54.0,57,13699,70.0,54.0,32,19060,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,48.0,12.0,12.0,0,6.0,18.0,51,,0,2017,9,
47763,55,0,0,0,0,3,1,1.0,34137,26,81.0,995.0,1.35,50.0,26170,55.0,1,38.0,0,20199,55.0,36.0,37,34143,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,75.0,9.0,9.0,0,8.0,9.0,9,,6,2017,9,
47911,29,1,0,0,0,3,1,2.0,21535,5,87.0,2982.0,2.99,127.0,225,29.0,0,65.0,67,216,29.0,65.0,52,21540,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,284.0,6.0,6.0,0,8.0,40.0,51,,0,2017,9,
48056,35,2,0,0,1,3,0,2.0,22304,19,242.0,2295.0,2.03,108.0,13375,35.0,1,56.0,49,12563,35.0,56.0,48,22309,17321,35.0,2,2,67.0,9773,0,0,,0,0,0,,0,0,0,0,,0,,0,33.0,3.0,3.0,0,4.0,,44,,5,2017,9,
48157,35,2,1,0,1,4,0,2.0,5075,27,91.0,998.0,1.18,50.0,14835,35.0,0,28.0,0,19562,35.0,59.0,7,5077,12474,35.0,2,1,,9441,0,0,,0,0,0,,0,0,0,0,,0,,0,48.0,0.0,0.0,0,4.0,9.0,48,,1,2017,9,
48391,49,0,0,0,0,3,1,1.0,28507,34,25.0,1598.0,1.8,77.0,5213,49.0,0,54.0,0,24038,49.0,57.0,0,28514,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1284,49.0,2,,1,57.0,3.0,3.0,4,10.0,18.0,62,,1,2017,9,8.0
48538,64,5,0,0,0,1,0,1.0,22779,7,114.0,1582.0,1.82,66.0,330,62.0,1,57.0,0,311,62.0,57.0,0,22784,0,,0,0,,0,0,0,,0,0,0,,0,0,0,3388,60.0,2,,1,131.0,1.0,1.0,2,16.0,19.0,40,,18,2017,8,
48590,31,5,0,0,0,2,1,2.0,7915,29,107.0,1968.0,2.24,100.0,8044,31.0,0,66.0,2,7594,31.0,66.0,1,7917,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1914,31.0,2,,1,199.0,5.0,5.0,0,15.0,38.0,23,,3,2017,9,
48602,70,2,0,0,1,2,0,1.0,4874,29,108.0,1968.0,2.12,105.0,2519,70.0,1,40.0,0,2357,70.0,40.0,0,4875,19845,70.0,2,3,37.0,3604,0,0,,0,0,0,,0,0,0,4236,70.0,2,,1,84.0,1.0,1.0,0,15.0,34.0,50,,6,2017,9,15.0
48665,56,2,1,0,1,3,0,1.0,10229,27,73.0,1560.0,2.66,66.0,6268,56.0,1,38.0,0,12414,56.0,,0,10230,2299,56.0,2,3,,18586,0,0,,0,0,0,,0,0,0,0,,0,,0,90.0,6.0,6.0,0,14.0,16.0,9,,13,2017,9,
48684,36,1,0,0,0,3,1,2.0,22008,2,64.0,2993.0,2.53,230.0,5804,36.0,1,,2,5511,36.0,,1,22014,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,32.0,4.0,4.0,1,20.0,52.0,9,,4,2017,9,
48689,77,1,0,0,0,4,1,1.0,25808,2,114.0,1995.0,1.86,120.0,3604,77.0,1,36.0,57,3427,77.0,36.0,32,25815,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,11.0,1.0,1.0,3,10.0,24.0,69,,3,2017,9,
48799,60,1,0,0,0,4,1,1.0,16857,28,183.0,1686.0,1.78,55.0,2714,60.0,0,49.0,57,2551,60.0,49.0,32,16858,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,,0,159.0,9.0,9.0,0,7.0,15.0,48,,17,2017,8,
49032,36,2,1,0,1,3,0,2.0,0,0,66.0,,,,5535,35.0,1,,0,14694,19.0,,0,0,19640,10.0,2,2,,22920,0,0,,0,0,0,,0,0,0,984,28.0,2,,1,,,,0,,,26,,7,2017,9,
